#Gender,Age,Heightin,Weightlbs,WritingPreference
F,22,63,130,R
F,24,68,150,R
F,22,65,125,R
F,19,64,138,R
F,18,64,138,R
F,19,66,145,L
F,20,67,130,L
F,17,67,144,R
F,37,65,158,R
F,18,63,140,R
F,21,63,140,R
F,35,57,100,N
F,30,61,141,R
F,24,59,130,R
F,25,64,166,R
F,26,68,147,L
F,20,64,137,R
F,18,59,115,R
F,20,63,132,R
F,32,57,110,R
F,26,61,115,R
F,22,60,116,R
F,29,64,124,R
F,30,64,150,R
F,22,65,145,R
F,22,61,174,L
F,23,62,122,N
F,28,70,170,R
F,23,64,147,R
F,23,64,118,R
F,24,67,169,R
F,36,61,110,R
F,22,67,130,R
F,28,65,120,R
F,24,65,120,R
F,23,61,130,R
F,31,62,135,R
F,22,66,154,L
F,22,70,188,R
F,24,64,130,R
F,22,64,140,R
F,25,67,138,R
F,29,61,116,R
F,42,77,112,R
F,22,60,115,R
F,29,60,128,R
F,23,64,158,R
F,24,66,125,R
F,41,66,174,R
F,22,62,138,R
F,53,67,153,R
F,25,66,153,R
F,26,62,127,L
F,20,64,139,R
F,18,64,135,L
F,46,67,175,R
F,42,63,124,L
F,26,69,120,R
F,29,61,127,R
F,24,63,129,R
F,19,61,138,L
F,47,63,128,R
F,41,64,185,R
F,42,72,170,R
F,30,68,168,R
F,29,64,145,R
F,45,68,194,R
F,23,65,145,R
F,40,59,127,R
F,19,66,147,L
F,19,64,140,R
F,25,63,148,R
F,49,64,161,R
F,41,66,127,L
F,43,60,165,R
F,37,64,138,R
F,24,61,106,R
F,23,64,155,L
F,34,67,144,R
F,43,66,175,R
F,27,60,127,R
F,30,65,140,R
F,36,62,160,R
F,31,64,130,L
F,37,66,190,R
F,42,62,147,L
F,34,62,109,L
F,27,62,125,R
F,27,61,130,L
F,30,62,137,R
F,21,65,152,R
F,42,63,126,R
F,28,70,140,R
F,27,63,132,R
F,21,70,164,R
F,25,66,148,R
F,24,61,140,R
F,21,63,155,L
F,20,62,119,R
F,23,62,130,R
F,24,66,145,R
F,27,65,140,R
F,27,61,140,R
F,24,63,100,R
F,21,68,140,R
F,32,64,132,R
F,30,64,123,R
F,31,68,260,R
F,21,66,170,R
F,23,61,102,R
F,22,64,115,R
F,21,59,95,R
F,25,66,152,R
F,22,70,165,R
F,40,63,139,R
F,21,63,125,R
F,21,68,195,R
F,26,67,167,R
F,22,64,165,R
F,28,67,135,R
F,20,62,120,R
F,22,66,165,R
F,24,66,120,R
F,25,65,154,R
F,21,63,124,R
F,24,66,165,L
F,31,67,165,R
F,32,68,150,R
F,24,65,140,R
F,20,64,170,R
F,23,65,200,R
F,20,66,115,R
F,20,61,170,R
F,22,66,145,R
F,21,62,120,R
F,41,60,140,R
F,25,70,180,R
F,27,61,132,R
F,31,63,147,R
F,24,63,170,R
F,23,64,165,R
F,31,62,140,R
F,21,66,135,R
F,20,75,175,L
F,28,63,150,R
F,37,67,150,R
F,30,67,130,R
F,28,62,139,R
F,42,64,190,R
F,20,65,115,R
F,23,67,148,R
F,21,60,108,R
F,21,62,118,L
F,31,70,190,R
F,36,70,175,R
F,21,63,140,L
F,27,64,143,R
F,26,66,145,R
F,42,63,147,R
F,29,71,208,R
F,50,62,134,R
F,39,67,135,R
F,27,66,175,R
F,38,67,150,R
F,19,62,110,R
F,40,62,149,R
F,24,60,140,R
F,34,63,161,R
F,29,64,140,R
F,36,65,145,R
F,39,61,115,R
F,29,67,137,R
F,31,65,157,R
F,35,68,145,R
F,27,68,147,R
F,54,62,185,R
F,49,67,182,R
F,31,69,227,R
F,31,66,200,R
F,28,59,135,R
F,42,63,168,R
F,43,70,170,R
F,31,63,175,R
F,37,73,211,R
F,36,67,190,R
F,23,67,155,R
F,28,68,183,R
F,40,67,175,R
F,38,67,180,R
F,28,77,127,R
F,38,67,164,R
F,28,68,139,L
F,29,64,137,R
F,28,65,180,R
F,31,65,135,R
F,42,64,130,R
F,46,64,145,R
F,27,66,137,R
F,30,68,145,R
F,27,62,136,L
F,28,62,154,R
F,27,65,135,L
F,23,66,170,R
F,25,64,170,L
F,24,66,160,R
F,22,70,197,R
F,24,67,175,R
F,21,64,150,L
F,22,69,165,R
F,19,62,128,R
F,27,64,174,L
F,37,65,180,R
F,21,67,175,R
F,21,59,124,R
F,33,65,117,R
F,37,66,152,R
F,24,62,115,R
F,23,64,135,L
F,22,68,140,R
F,43,66,180,R
F,29,64,145,R
F,44,66,158,R
F,35,69,210,R
F,19,62,100,R
F,20,63,110,R
F,24,66,124,R
F,22,58,116,R
F,25,68,153,R
F,20,67,150,R
F,27,66,121,R
F,19,70,175,R
F,20,68,170,R
F,28,66,203,R
F,38,63,212,R
F,53,64,176,R
F,23,62,156,R
F,29,64,155,R
F,21,70,145,R
F,23,67,165,R
F,23,64,140,R
F,34,62,112,R
F,23,63,120,R
F,22,64,122,R
F,22,60,127,R
F,24,65,145,R
F,24,65,135,R
F,25,64,140,R
F,21,65,143,R
F,24,63,118,R
F,24,66,165,R
F,23,66,140,R
F,23,64,140,R
F,22,63,132,R
F,20,63,120,R
F,23,63,125,R
F,23,63,145,R
F,26,64,120,R
F,40,61,185,R
F,24,66,142,R
F,30,60,130,R
F,21,64,153,R
F,20,63,154,R
F,23,65,124,L
F,23,60,110,R
F,27,62,126,R
F,25,69,165,R
F,26,69,193,R
F,35,69,137,L
F,24,66,130,R
F,28,67,128,R
F,20,67,140,R
F,32,71,155,R
F,38,64,160,R
F,32,66,155,R
F,40,62,149,R
F,28,64,145,R
F,25,66,174,R
F,29,62,135,R
F,33,66,160,R
F,50,62,156,R
F,37,68,158,R
F,27,61,132,R
F,34,70,179,R
F,22,64,165,R
F,20,62,138,R
F,23,64,130,R
F,26,65,128,L
F,24,68,185,L
F,23,61,206,R
F,25,61,126,R
F,25,67,120,R
F,25,64,116,R
F,25,66,133,R
F,25,67,189,R
F,23,69,180,R
F,21,69,155,R
F,48,68,157,R
F,22,68,135,R
F,33,62,171,R
F,26,60,98,R
F,22,63,108,R
F,27,62,130,R
F,21,65,165,L
F,27,67,169,R
F,27,64,138,R
F,25,62,142,R
F,20,66,155,R
F,28,68,155,R
F,47,69,157,R
F,26,66,143,R
F,44,60,190,R
F,47,59,160,R
F,50,62,152,R
F,43,62,140,L
F,28,64,140,R
F,24,64,125,R
F,43,67,242,R
F,35,67,162,R
F,25,64,155,R
F,31,66,130,R
F,21,69,185,R
F,20,63,129,R
F,27,61,145,R
F,22,62,134,R
F,30,69,143,R
F,27,62,138,R
F,40,65,136,R
F,20,64,130,R
F,25,61,103,R
F,25,66,150,R
F,22,68,176,R
F,29,60,133,R
F,24,62,138,R
F,39,62,152,R
F,25,61,103,L
F,26,62,155,R
F,23,64,118,R
F,21,64,123,R
F,22,60,128,R
F,21,71,175,R
F,30,64,111,R
F,27,64,112,R
F,26,67,167,R
F,24,70,153,R
F,22,66,120,R
F,21,64,145,R
F,27,67,140,R
F,32,66,145,R
F,20,65,150,R
F,22,65,176,R
F,24,63,142,R
F,23,68,200,R
F,24,63,135,R
F,28,64,114,R
F,21,67,148,R
F,42,69,170,L
F,28,61,143,R
F,27,66,200,R
F,22,67,146,R
F,24,59,101,R
F,24,64,138,R
F,28,70,125,R
F,32,64,114,R
F,29,67,162,R
F,42,61,135,R
F,23,70,148,R
F,43,68,193,R
F,32,63,135,R
F,27,63,138,R
F,29,60,150,R
F,28,63,118,R
F,20,59,102,L
F,24,68,179,R
F,21,62,139,R
F,36,63,126,R
F,30,62,122,R
F,34,63,150,R
F,24,66,165,R
F,20,58,136,R
F,24,66,219,L
F,23,63,130,L
F,28,64,155,R
F,28,62,115,R
F,23,62,122,R
F,21,60,130,R
F,21,64,140,R
F,22,67,123,R
F,29,64,160,R
F,29,62,130,R
F,28,70,180,R
F,20,65,134,R
F,28,64,152,R
F,21,70,145,L
F,28,62,135,R
F,22,66,153,R
F,21,66,148,R
F,22,64,118,R
F,23,64,133,R
F,24,65,161,R
F,20,64,128,R
F,25,65,153,N
F,31,64,166,R
F,41,66,161,R
F,27,64,154,R
F,26,64,114,R
F,42,69,155,R
F,23,62,132,L
F,24,70,230,R
F,35,66,204,R
F,29,63,165,R
F,53,65,190,R
F,44,63,168,R
F,20,61,110,R
F,21,67,140,R
F,29,66,155,R
F,26,65,185,R
F,20,66,145,R
F,25,64,170,R
F,24,67,165,R
F,21,66,170,R
F,46,63,153,R
F,26,66,155,L
F,22,65,203,R
F,31,62,184,R
F,26,59,126,N
F,25,69,140,R
F,22,68,190,R
F,20,64,135,R
F,22,67,128,R
F,25,62,156,R
F,45,62,130,R
F,39,68,156,R
F,35,67,149,R
F,32,60,129,R
F,54,63,180,R
F,35,66,190,R
F,55,69,200,R
F,42,66,142,R
F,39,65,164,L
F,22,67,160,R
F,37,62,135,R
F,37,62,150,R
F,45,61,148,R
F,33,64,170,R
F,40,60,135,R
F,25,70,155,R
F,23,62,116,R
F,36,70,170,R
F,39,64,160,R
F,46,64,163,R
F,56,70,197,R
F,34,67,173,R
F,40,62,138,R
F,38,72,195,R
F,49,70,215,R
F,32,64,147,R
F,31,62,128,R
F,27,63,150,R
F,40,63,170,R
F,35,62,116,R
F,32,64,142,L
F,40,64,172,R
F,38,64,159,R
F,41,67,138,R
F,27,66,170,R
F,38,60,158,L
F,32,69,198,R
F,52,62,143,R
F,33,67,148,R
F,34,68,128,R
F,44,68,150,R
F,26,65,169,L
F,41,62,141,R
F,30,64,140,R
F,30,61,105,R
F,32,63,124,L
F,25,68,166,R
F,51,67,180,R
F,40,63,150,R
F,40,66,168,R
F,31,63,133,R
F,27,66,132,R
